"6","3","0","2229.000"
"6","4","0","1192.000"
"6","12","0","29.960"
"6","13","0","60.362"
"6","14","0","555.858"
"6","15","0","0.400"
"6","16","0","346.133"
"6","17","0","1031.000"
"6","18","0","15.000"
"6","20","0","33.000"
"6","22","0","91.000"
"6","24","0","30.000"
"6","35","0","1025.000"
"6","36","0","230.000"
"6","37","0","5369.000"
"6","38","0","717.000"
"6","39","0","3043.000"
"6","41","0","39.891"
"6","42","0","29.942"
"6","43","0","9.959"
"6","51","0","0.089"
"6","52","0","0.090"
"6","53","0","4.857"
"6","54","0","7.061"
"6","55","0","4.055"
"6","56","0","1.978"
"6","62","0","357.680"
"6","65","0","7726.000"
"6","81","0","315.000"
"6","82","0","339.000"
"6","84","0","11.000"
"6","85","0","2.000"
"6","86","0","2.000"
"6","88","0","1.000"
"6","89","0","1.000"
"6","90","0","256.000"
"6","95","0","1275.000"
"6","97","0","3211.000"
"6","99","0","720.000"
"6","102","0","1198.000"
"6","103","0","914.000"
"6","105","0","151.000"
"6","7","0","0.000"
"6","40","0","0.000"
"6","58","0","0.000"
"6","63","0","0.000"
"6","83","0","0.000"
"6","87","0","0.000"
"6","91","0","0.000"
"6","92","0","0.000"
"6","93","0","0.000"
"6","106","0","6.000"
"6","107","0","26.000"
"6","108","0","25.000"
"6","109","0","83.000"
"6","110","0","22.000"
"6","116","0","900.000"
"6","117","0","4592.000"
"6","118","0","149.000"
"6","119","0","728.000"
"6","120","0","215.000"
"6","121","0","129.000"
"6","126","0","6109.000"
"6","142","0","15.000"
"6","151","0","25.168"
"6","152","0","194.640"
"6","153","0","1447.000"
"6","154","0","1004.000"
"6","156","0","0.000"
"6","157","0","1343.000"
"6","158","0","868.000"
"6","159","0","78.000"
"6","160","0","6844.000"
"6","161","0","33.000"
"6","162","0","78.000"
"6","163","0","313.000"
"6","166","0","5245.000"
"6","167","0","442.000"
"6","168","0","218.000"
"6","169","0","160.000"
"6","170","0","119.360"
"6","171","0","23.000"
"6","172","0","232.400"
"6","174","0","63.080"
"6","175","0","126.000"
"6","176","0","41.000"
"6","177","0","1481.698"
"6","178","0","175.990"
"6","179","0","89.544"
"6","180","0","353.312"
"6","181","0","1205.800"
"6","182","0","1908.778"
"6","183","0","7.000"
"6","184","0","391.080"
"6","185","0","563.160"
"6","186","0","105.148"
"6","187","0","4573.242"
"6","188","0","858.200"
"6","189","0","20.468"
"6","190","0","218.526"
"6","191","0","20.084"
"6","192","0","16.294"
"6","193","0","1.288"
"6","194","0","627.097"
"6","195","0","15.928"
"6","196","0","1.892"
"6","197","0","1.548"
"6","198","0","491.535"
